"","Team","Opponent","Team_Outcome","Winner","OFF_Pas_Comp","OFF_pass_ATT","OFF_pass_CMP_prc","OFF_Pas_AVG","OFF_pass_YDS_pr_G","OFF_pass_TD","OFF_pass_INT","OFF_pass_SACK","OFF_pass_RTG","OFF_rush_ATT","OFF_rush_AVG","OFF_rush_YDS_pr_G","OFF_rush_TD","OFF_rush_FUM","OFF_Turnovers","DEF_Pas_Comp","DEF_pass_ATT","DEF_pass_CMP_prc","DEF_Pas_AVG","DEF_pass_YDS_pr_G","DEF_pass_TD","DEF_pass_INT","DEF_pass_SACK","DEF_pass_RTG","DEF_rush_ATT","DEF_rush_AVG","DEF_rush_YDS_pr_G","DEF_rush_TD","DEF_rush_FUM","DEF_Turnovers"
"1","Green Bay","Chicago","Win","Away",0.959465286761535,0.987862068965517,0.9703125,1.12903225806452,1.13417598444336,1.296,0.333333333333333,0.800711743772242,1.13587604290822,1.04050222762252,1.18918918918919,1.23161361141603,2.24,0.631578947368421,0.583333333333333,0.900972590627763,0.956010086859064,0.941640378548896,1.12121212121212,1.04727600180099,1.12264150943396,1.70967741935484,1.28,0.9518779342723,0.992658423493045,1.20512820512821,1.17745098039216,0.94,0.76,0.896551724137931
"2","Tennessee","Cleveland","Win","Away",0.933601609657948,0.831107153457999,1.12372881355932,1.23943661971831,1.0081044574516,1.31159420289855,0.381679389312977,1.3671875,1.38137755102041,1.13232899022801,1.04166666666667,1.16919191919192,1.3936170212766,2.08333333333333,1.4,1.21327967806841,1.16593886462882,1.04032258064516,1,1.17565698478562,1,1,1.13025210084034,1.01573033707865,0.896337249481686,0.8,0.722183828610919,0.739495798319328,1,1
"3","Baltimore","Miami","Win","Away",0.778783958602846,0.715400624349636,1.08955223880597,1.13432835820896,0.847771236333053,1.67391304347826,0.446428571428571,0.483425414364641,1.3625,1.70793214121962,1.66666666666667,2.84923928077455,2.11290322580645,2.58333333333333,1.78947368421053,0.924651162790698,0.998238402818555,0.927099841521395,0.825,0.789634146341463,0.385245901639344,1,1.60416666666667,0.760549558390579,0.701088749587595,0.977777777777778,0.689807976366322,0.797872340425532,1,1
"4","Atlanta","Minnesota","Loss","Home",1.43881644934804,1.46806318681319,0.97956204379562,0.925,1.33787465940055,1.11728395061728,1.88,1.78285714285714,0.90279114533205,0.760336134453782,0.844444444444444,0.6384096024006,0.521008403361345,0.48,0.642857142857143,0.891145410235581,0.891906283280085,0.998475609756098,1.13235294117647,1.04837328767123,1.21527777777778,0.707547169811321,0.583333333333333,1.12543554006969,1.0419801980198,0.976744186046512,1.02685185185185,1.62,0.631578947368421,0.653846153846154
"5","Buffalo","New York Jets","Win","Away",0.925705794947994,0.984643734643735,0.940322580645161,1.03030303030303,1.0380658436214,1.10084033613445,0.75,0.769230769230769,1.0272952853598,1.21386800334169,1.33333333333333,1.63358778625954,2.13157894736842,Inf,5,0.958572058175408,0.945295404814004,1.01288244766506,0.911764705882353,0.826418289585097,0.602564102564103,1.17333333333333,1.25570776255708,0.895454545454545,0.930544896392939,1.3030303030303,1.18642117376295,1,0.5,0.705882352941177
"6","Washington","Philadelphia","Loss","Home",0.761865793780687,0.781519185591229,0.974921630094044,1.01515151515152,0.733722871452421,0.662721893491124,1.62,1.35064935064935,0.901194353963084,0.78400281888654,1.02325581395349,0.816006600660066,0.56,0.48,0.607142857142857,1.06620689655172,0.94564303726534,1.12807881773399,1.05555555555556,0.988824503311258,1.29585798816568,1.17391304347826,1.07063197026022,1.12885462555066,1.39664551223935,1.14634146341463,1.62264150943396,1.08641975308642,0.612903225806452,0.685714285714286
"7","Los Angeles Rams","Carolina","Win","Away",1.03894472361809,0.998483316481294,1.04145936981758,1.13846153846154,1.23279263480929,1.30188679245283,0.809160305343511,0.38121546961326,1.14591700133869,1.03897180762852,0.787234042553192,0.824098504837291,1,0.76,0.787878787878788,1.00276625172891,1.03294117647059,0.970219435736677,0.958904109589041,0.980952380952381,1.09923664122137,0.920454545454546,0.942598187311178,0.986363636363636,0.997842502696872,0.788461538461538,0.78815331010453,0.484536082474227,1.58333333333333,1.33333333333333
"8","Kansas City","Jacksonville","Win","Away",1.03824175824176,0.97799511002445,1.06148867313916,1.19117647058824,1.19617021276596,1.25333333333333,0.62,0.595419847328244,1.16,0.964212258329906,0.954545454545454,0.918539325842697,5.26315789473684,1.58333333333333,1.4,1.07632093933464,1.12596719281956,0.955766192733017,0.848101265822785,0.937738246505718,0.949275362318841,1.61290322580645,0.95578231292517,0.8604898828541,0.956233909525561,0.96078431372549,0.920315865039483,0.611111111111111,0.631578947368421,0.782608695652174
"9","Indianapolis","Los Angeles Chargers","Loss","Home",0.77944760357433,0.859287054409006,0.906060606060606,0.833333333333333,0.702458423716558,0.92,0.496,0.943396226415094,0.955056179775281,1.28671328671329,1.125,1.465859030837,1.41333333333333,0.48,0.484848484848485,1.2009756097561,1.21103448275862,0.991513437057991,1.02739726027397,1.2426360459311,1.38167938931298,1.36231884057971,1.36170212765957,1.0134436401241,0.892950391644909,0.976190476190476,0.86790780141844,0.531914893617021,2,1.8
"10","Cincinnati","Seattle","Loss","Home",1.04411074612858,1.19158155369855,0.875757575757576,0.8125,0.963697762769101,0.577319587628866,2.63157894736842,1,0.723646723646724,0.800399201596806,0.847826086956522,0.689454545454545,0.595744680851064,0,0.130434782608696,0.804093567251462,0.834403424291065,0.9640625,1.12162162162162,0.927624100037893,1.3109243697479,0.69,1.10857142857143,1.11448598130841,1.29896907216495,0.959183673469388,1.26508071367884,0.768115942028986,0.631578947368421,0.64
